Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - Clean Energy Global,https://www.crunchbase.com/funding_round/clean-energy-global-gmbh-pre-seed--bc1e30db,Clean Energy Global,https://www.crunchbase.com/organization/clean-energy-global-gmbh,Pre-Seed,"Berlin, Berlin, Germany, Europe",175000,EUR,198473,2018-08-15,Seed,2250000,EUR,2551796,Yes,Clean Energy Global develops a smart scalable swappable battery system as Battery-as-a-Service.,"Automotive, Battery, Clean Energy",,https://www.clean-energy-global.com,,488000,EUR,548017,Seed,2,,,,,"236,775"
Seed Round - RiseUp Fashion,https://www.crunchbase.com/funding_round/oceans-apart-seed--d6c832f5,RiseUp Fashion,https://www.crunchbase.com/organization/oceans-apart,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-01-01,Seed,,,,Yes,"Oceans Apart stands for modern, trendy activewear of the highest quality, sustainably produced and 100% vegan.",Fashion,,https://www.oceansapart.com/de,,,,,M&A,2,,Richmond View Ventures,1,,"238,211"
Seed Round - Qunomedical,https://www.crunchbase.com/funding_round/junomedical-seed--1f54c9d8,Qunomedical,https://www.crunchbase.com/organization/junomedical,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-12-18,Seed,,,,Yes,Qunomedical is a healthcare company that connects patients with doctors in abroad.,"Health Care, Health Diagnostics, Medical",,https://www.qunomedical.com,$10M to $50M,12310979,USD,12310979,Early Stage Venture,6,MS&AD Ventures,"Knockout Capital, MS&AD Ventures",2,1,"238,553"
Seed Round - Inuru,https://www.crunchbase.com/funding_round/inuru-seed--2030e484,Inuru,https://www.crunchbase.com/organization/inuru,Seed,"Berlin, Berlin, Germany, Europe",315000,EUR,386075,2018-01-22,Seed,,,,Yes,"Manufacturer of low cost OLED and OLED labels for packaging, medication and safety clothing.","Internet of Things, Nanotechnology, Semiconductor",,http://www.inuru.com,$1M to $10M,12983120,USD,12983120,Early Stage Venture,3,Techstars,Techstars,1,,"242,292"
Grant - Smarterials,https://www.crunchbase.com/funding_round/smarterials-grant--a467de36,Smarterials,https://www.crunchbase.com/organization/smarterials,Grant,"Berlin, Berlin, Germany, Europe",71429,EUR,82941,2018-09-01,,,,,No,Smarterials develops Surgical Gloves for enhanced protection.,"Biotechnology, Health Care",,https://smarterials.berlin/,Less than $1M,71429,EUR,82941,Seed,2,,EASME,1,,"244,217"
Convertible Note - gebraucht.de,https://www.crunchbase.com/funding_round/gebraucht-de-convertible-note--30848e4f,gebraucht.de,https://www.crunchbase.com/organization/gebraucht-de,Convertible Note,"Berlin, Berlin, Germany, Europe",,,,2018-09-27,,,,,No,Innovative marketplace for used and handcrafted products with integrated and connected delivery and payment system.,"Classifieds, Marketplace, Online Portals",,https://www.gebraucht.de/,Less than $1M,,,,Seed,2,Castel Capital,"Castel Capital, Kai Hansen",2,,"244,911"
Pre Seed Round - Aignostics,https://www.crunchbase.com/funding_round/aignostics-pre-seed--9b1679ca,Aignostics,https://www.crunchbase.com/organization/aignostics,Pre-Seed,"Berlin, Berlin, Germany, Europe",200000,EUR,232910,2018-07-18,Seed,,,,Yes,Aignostics is an AI-powered precision diagnostics focused on pathology to assist with drug development and clinical research.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Software",,http://www.aignostics.com,$100M to $500M,54841427,USD,54841427,Early Stage Venture,5,,,,,"246,683"
Venture Round - Medici Living Group,https://www.crunchbase.com/funding_round/medici-living-group-series-unknown--4b342762,Medici Living Group,https://www.crunchbase.com/organization/medici-living-group,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",1000000000,EUR,1132350227,2018-12-11,,,,,Yes,The Medici Living Group develops and operates innovative and digitalized co-living concepts wordwide.,"Customer Service, Productivity Tools, PropTech, Real Estate",,https://www.medici-living.de,,1000000000,EUR,1132350227,,1,CORESTATE Capital Group,CORESTATE Capital Group,1,,"247,572"
Angel Round - Steady,https://www.crunchbase.com/funding_round/steady-angel--051ce285,Steady,https://www.crunchbase.com/organization/steady,Angel,"Berlin, Berlin, Germany, Europe",100000,EUR,123185,2018-03-03,Seed,,,,Yes,Membership Platform for Independent Content Creators,"Blogging Platforms, Content Creators, Marketing Automation, Publishing, Subscription Service",,https://www.steadyHQ.com,$1B to $10B,5225000,EUR,5993311,Early Stage Venture,9,,"Andreas Dulger, Matthias Spiess, Peter Dietrich, Stefan Friese",4,,"249,696"
Series D - Lesara,https://www.crunchbase.com/funding_round/lesara-series-d--6a8c856f,Lesara,https://www.crunchbase.com/organization/lesara,Series D,"Berlin, Berlin, Germany, Europe",30000000,EUR,35027987,2018-07-11,Late Stage Venture,,,,Yes,"Lesara offers you the newest trends for fashion, lifestyle and home at the best price.","E-Commerce, Fashion, Retail",,https://www.lesara.com,$50M to $100M,85330000,EUR,100339200,Late Stage Venture,6,,"Mangrove Capital Partners, Vorwerk Ventures",2,1,"250,182"
Private Equity Round - ebuero,https://www.crunchbase.com/funding_round/ebuero-private-equity--c19d571c,ebuero,https://www.crunchbase.com/organization/ebuero,Private Equity,"Berlin, Berlin, Germany, Europe",,,,2018-12-06,Private Equity,,,,Yes,Ebuero is a telecommunications company that offers secretarial services for SMEs.,Telecommunications,,http://www.ebuero.de,$1B to $10B,,,,Private Equity,1,Bregal Unternehmerkapital,Bregal Unternehmerkapital,1,,"440,622"
Grant - Covert Science,https://www.crunchbase.com/funding_round/covert-science-grant--fe0cf813,Covert Science,https://www.crunchbase.com/organization/covert-science,Grant,"Berlin, Berlin, Germany, Europe",3000,EUR,3729,2018-01-26,,,,,No,"Covert Science develops flat, flexible, and waterproof AC-DC power supply.","Electrical Distribution, Electronics",,http://covert.science,Less than $1M,17700,EUR,21874,,2,,Investitionsbank Berlin,1,,"440,906"
Pre Seed Round - Resonance UG,https://www.crunchbase.com/funding_round/resonance-ug-pre-seed--23c873dd,Resonance UG,https://www.crunchbase.com/organization/resonance-ug,Pre-Seed,"Berlin, Berlin, Germany, Europe",75982,USD,75982,2018-04-20,Seed,,,,Yes,Resonance UG analyses heart rate data to generate personalized health insights and evidence-based breathing exercises.,"Fitness, Medical, Medical Device, Personal Health",,https://www.resonance.so,,195982,USD,195982,Seed,2,Techstars,Techstars,1,,"252,239"
Venture Round - MXC,https://www.crunchbase.com/funding_round/mxc-foundation-series-unknown--550ffe23,MXC,https://www.crunchbase.com/organization/mxc-foundation,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",35000000,AUD,26350660,2018-05-03,,,,,Yes,"MXC is building a global data network that allows the devices of tomorrow to connect, commit and communicate.","Association, Cryptocurrency, Information Services, Information Technology, Software",,https://www.mxc.org/,,36350660,USD,36350660,,4,,Huobi Capital,1,,"252,464"
Series A - virtualQ,https://www.crunchbase.com/funding_round/virtualq-2-series-a--74b7a36d,virtualQ,https://www.crunchbase.com/organization/virtualq-2,Series A,"Berlin, Berlin, Germany, Europe",,,,2018-06-20,Early Stage Venture,,,,Yes,virtualQ eliminates waiting times in call centers and removes the conflict between excellent service and low costs.,"Apps, Business Information Systems, Call Center, Cloud Management, Internet, Mobile, Software, Virtual Assistant",,http://virtualq.io/en/,$1M to $10M,,,,Early Stage Venture,2,,"CNB Capital, coparion, HTGF | High-Tech Gruenderfonds",3,,"452,606"
Pre Seed Round - Lition Energie,https://www.crunchbase.com/funding_round/lition-energie-pre-seed--6231b986,Lition Energie,https://www.crunchbase.com/organization/lition-energie,Pre-Seed,"Berlin, Berlin, Germany, Europe",450000,EUR,513112,2018-11-01,Seed,,,,Yes,"Energy provider, Peer-to-peer energy trading, Energy marketplace","Energy, Marketplace, Renewable Energy",,https://www.lition.de,$1M to $10M,3000000,EUR,3534485,Seed,3,,,,,"253,715"
Seed Round - RYSTA,https://www.crunchbase.com/funding_round/rysta-gmbh-seed--96807ac9,RYSTA,https://www.crunchbase.com/organization/rysta-gmbh,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-01-01,Seed,,,,Yes,RYSTA facilitates sustainable protection of Real Estate assets through a IoT monitoring solution to reduce costs and increase efficiency.,"Big Data, Database, Hardware, Internet of Things, Property Management, Sensor, Smart Building, Software",,https://rysta.de,$1M to $10M,,,,Seed,3,High Rise Ventures,High Rise Ventures,1,,"253,963"
Seed Round - Janus Genomics,https://www.crunchbase.com/funding_round/janus-genomics-seed--b8fab28b,Janus Genomics,https://www.crunchbase.com/organization/janus-genomics,Seed,"Berlin, Berlin, Germany, Europe",100000,EUR,116685,2018-06-01,Seed,,,,Yes,Janus Genomics is a company that builds AI tools for sharing of biomedical data while preserving data privacy.,"Artificial Intelligence (AI), Biotechnology, Medical, Software",,https://www.janus-genomics.com/,,100000,EUR,116685,Seed,1,,Entrepreneur First,1,,"452,953"
Pre Seed Round - Tracks,https://www.crunchbase.com/funding_round/tracks-fa20-pre-seed--cabfd356,Tracks,https://www.crunchbase.com/organization/tracks-fa20,Pre-Seed,"Berlin, Berlin, Germany, Europe",363000,EUR,446578,2018-03-29,Seed,,,,Yes,"We pioneer the road freight industry’s transformation towards greater efficiency, supply chain transparency and environmental sustainability","Analytics, Artificial Intelligence (AI), Freight Service, Information Technology, Logistics, Software, Supply Chain Management, Transportation",,http://tracks.eco,$1M to $10M,1894000,EUR,2250651,M&A,3,Future Energy Ventures,Future Energy Ventures,1,,"254,200"
Seed Round - Myo,https://www.crunchbase.com/funding_round/myo-seed--ce81567d,Myo,https://www.crunchbase.com/organization/myo,Seed,"Berlin, Berlin, Germany, Europe",1500000,EUR,1702526,2018-12-17,Seed,,,,Yes,Myo Is a communication platform for nursing homes.,"Health Care, Hospitality, Nursing and Residential Care",,http://www.myo.de/,$1M to $10M,12500000,EUR,13900539,Early Stage Venture,4,Think.Health,Think.Health,1,,"254,215"
Seed Round - BOOST Thyroid,https://www.crunchbase.com/funding_round/boost-by-vlm-health-seed--39a5824e,BOOST Thyroid,https://www.crunchbase.com/organization/boost-by-vlm-health,Seed,"Berlin, Berlin, Germany, Europe",320000,EUR,368777,2018-08-09,Seed,,,,Yes,BOOST Thyroid is the first digital and the only science solution helping people with thyroid disease prevent long-term health complications.,"Biotechnology, Health Care, Health Diagnostics, mHealth, Personal Health",,http://www.boostthyroid.com,,690405,USD,690405,,9,,"Christian Jantzen, German Federal Ministry of Education and Research, Hampus Jakobsson, Simon Josefsson, Sophia Bendz, Wave Ventures",6,,"254,716"
Seed Round - Endel,https://www.crunchbase.com/funding_round/endel-seed--6e0c6252,Endel,https://www.crunchbase.com/organization/endel,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-02-05,Seed,,,,Yes,"Endel is a cross-platform audio ecosystem that creates personalized soundscapes to reduce stress, improve sleep, and boost productivity.","Mobile, Music, Personal Health, Productivity Tools, Smart Home",,http://endel.io,Less than $1M,21221791,USD,21221791,Early Stage Venture,6,,"Impulse VC, Techstars, Techstars Ventures",3,2,"461,252"
Pre Seed Round - Feather,https://www.crunchbase.com/funding_round/popsure-pre-seed--a9943095,Feather,https://www.crunchbase.com/organization/popsure,Pre-Seed,"Berlin, Berlin, Germany, Europe",100000,EUR,117535,2018-07-07,Seed,,,,Yes,Feather is an insurance advisory and management platform for clients to get the right insurance policies.,"Finance, Financial Services, Insurance, InsurTech",,https://feather-insurance.com,$1M to $10M,9900000,EUR,10699558,Early Stage Venture,4,Entrepreneur First,Entrepreneur First,1,,"461,524"
Convertible Note - WARD,https://www.crunchbase.com/funding_round/ward-cb48-convertible-note--cbe9e869,WARD,https://www.crunchbase.com/organization/ward-cb48,Convertible Note,"Berlin, Berlin, Germany, Europe",,,,2018-08-02,,,,,No,"WARD is a fantasy sport game, where fans can watch their favourite eSports matches and predict what will happen in real time.","eSports, Predictive Analytics, Real Time",,https://ward.world,,600000,USD,600000,Seed,3,,FunCubator,1,,"461,674"
Series B - Caroobi,https://www.crunchbase.com/funding_round/caroobi-series-b--14c68097,Caroobi,https://www.crunchbase.com/organization/caroobi,Series B,"Berlin, Berlin, Germany, Europe",20000000,USD,20000000,2018-06-06,Early Stage Venture,,,,Yes,Caroobi is an integrated marketplace for automotive aftersales.,"Automotive, Internet, Marketplace",,https://caroobi.com,$10M to $50M,20000000,USD,20000000,Early Stage Venture,4,NGP Capital,"BMW i Ventures, Cavalry Ventures, Cherry Ventures, DN Capital, NGP Capital, Target Global",6,2,"255,798"
Seed Round - CITKAR,https://www.crunchbase.com/funding_round/citkar-seed--df9ef4ac,CITKAR,https://www.crunchbase.com/organization/citkar,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-08-20,Seed,,,,Yes,Citkar is a platform for mobility in the urban environment.,"Automotive, Hardware",,https://citkar.de,Less than $1M,,,,Seed,2,,TEC Ventures,1,,"256,830"
Funding Round - Rows,https://www.crunchbase.com/funding_round/rowshq-undisclosed--a9f642ee,Rows,https://www.crunchbase.com/organization/rowshq,Funding Round,"Berlin, Berlin, Germany, Europe",8000000,USD,8000000,2018-05-16,,,,,Yes,Rows offers a spreadsheet tool designed for team collaboration and enhanced functionality.,"Productivity Tools, Software, Web Apps",,http://rows.com,$1M to $10M,33682798,USD,33682798,,4,Accel,"Accel, Atlantic Labs, Cherry Ventures, Felix Jahn",4,2,"477,702"
Pre Seed Round - Mapify,https://www.crunchbase.com/funding_round/mapify-pre-seed--c18f18f2,Mapify,https://www.crunchbase.com/organization/mapify,Pre-Seed,"Berlin, Berlin, Germany, Europe",300000,USD,300000,2018-03-07,Seed,,,,Yes,Mapify is a social marketplace for travel experiences that connects travelers around the world through past and ongoing journeys.,"Adventure Travel, Apps, Internet, Social Network, Travel, Travel Accommodations",,https://mapify.travel,$1M to $10M,1300000,USD,1300000,M&A,2,,,,,"257,934"
Corporate Round - KptnCook,https://www.crunchbase.com/funding_round/umoli-corporate-round--2e1c3dbe,KptnCook,https://www.crunchbase.com/organization/umoli,Corporate Round,"Berlin, Berlin, Germany, Europe",,,,2018-08-17,,,,,Yes,"KptnCook is a mobile app, combining curated recipes with a location-based grocery shopping experience.","E-Commerce, Health Care, Mobile",,http://www.kptncook.com,$1M to $10M,120000,EUR,134373,M&A,4,,Miele,1,,"259,751"
Seed Round - Infinitec Solutions,https://www.crunchbase.com/funding_round/infinitec-solutions-gmbh-seed--334b7e19,Infinitec Solutions,https://www.crunchbase.com/organization/infinitec-solutions-gmbh,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-02-15,Seed,,,,Yes,B2B Software-as-a-Service provider that empowers Financial Institutions to accelerate their digital service offering,"B2B, Financial Services, Information Technology, SaaS, Software",,https://infinitec.solutions/,Less than $1M,,,,Seed,1,,finleap,1,,"259,782"
Venture Round - HomeToGo,https://www.crunchbase.com/funding_round/hometogo-series-unknown--83df143b,HomeToGo,https://www.crunchbase.com/organization/hometogo,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",150000000,USD,150000000,2018-12-06,,480000000,USD,480000000,Yes,HomeToGo is a marketplace with the world's largest selection of vacation rentals,"Marketplace, Travel, Vacation Rental",,https://www.hometogo.com/,$100M to $500M,176652718,USD,176652718,IPO,6,Insight Partners,"Acton Capital, DN Capital, Global Founders Capital, Insight Partners, Lakestar, Princeville Capital",6,4,"260,166"
Angel Round - ClickClickDrive,https://www.crunchbase.com/funding_round/clickclickdrive-angel--459c4527,ClickClickDrive,https://www.crunchbase.com/organization/clickclickdrive,Angel,"Berlin, Berlin, Germany, Europe",1000000,USD,1000000,2018-11-11,Seed,,,,Yes,ClickClickDrive is a developer of a search engine designed for users to find driving schools.,"Internet, Internet of Things",,https://www.clickclickdrive.de/,,1000000,USD,1000000,Seed,1,Thomassin Emmanuel,"Dr. Burkhard Schwenker, Jonathan Green, Stefan Glänzer, Thomassin Emmanuel",4,,"494,655"
Series A - Klang Games,https://www.crunchbase.com/funding_round/klang-games-series-a--6067a893,Klang Games,https://www.crunchbase.com/organization/klang-games,Series A,"Berlin, Berlin, Germany, Europe",8950000,USD,8950000,2018-07-16,Early Stage Venture,,,,Yes,Klang Games is an independent game development studio that develops next generation games.,"Android, Gaming, Information Technology, iOS, PC Games, Product Design, Software",,http://www.klang-games.com/,$10M to $50M,77280000,USD,77280000,Late Stage Venture,6,Northzone,"Firstminute Capital, Makers Fund, Northzone, Novator",4,2,"494,791"
